Device ID,First Backup Status,First Backup Size,System Settings Backup,Time Taken,OS Platform,Device OS,User ID
3177123,Complete,138.25,Not Backed Up,0:04,Windows,Win 10,2265352
3170508,Complete,104.66,Not Backed Up,0:01,Windows,Win 10,1216132
3170504,Complete,2.70,Not Backed Up,0:00,Mac OS X,High Sierra,560246
3169882,Complete,140.25,Not Backed Up,0:01,Windows,Win 10,242628
3164847,Complete,275.29,Not Backed Up,0:01,Windows,Win 10,726304
3164627,Complete,97.84,Not Backed Up,0:01,Windows,Win 10,747888
3162924,Complete,330.88,Not Backed Up,0:21,Windows,Win 10,2417907
3162195,Complete,692.93,Not Backed Up,0:05,Windows,Win 10,2417572
3158388,Complete,2907.26,Not Backed Up,0:22,Windows,Win 10,2415447
3151570,Complete,258.83,Not Backed Up,0:01,Windows,Win 10,2411806
3151539,Complete,113.30,Not Backed Up,0:01,Windows,Win 10,755806
3151493,Complete,3.42,Not Backed Up,0:00,Mac OS X,Catalina,1812693
3150487,Complete,284.84,Not Backed Up,0:04,Windows,Win 10,589430
3150428,Complete,3.33,Not Backed Up,0:00,Mac OS X,Mojave,2411237
3149998,Complete,263.84,Not Backed Up,0:01,Windows,Win 10,2411009
3149939,Complete,246.18,Not Backed Up,0:02,Windows,Win 10,2410976
3149936,Complete,246.74,Not Backed Up,0:02,Windows,Win 10,2410972
3149923,Complete,266.61,Not Backed Up,0:02,Windows,Win 10,2410967
3149134,Complete,378.95,Not Backed Up,0:31,Windows,Win 10,2410573
3147871,Complete,250.55,Not Backed Up,0:19,Windows,Win 10,2389007
3147286,Complete,4007.76,Not Backed Up,0:31,Windows,Win 10,2409586
3137749,Complete,3.30,Not Backed Up,0:00,Mac OS X,Catalina,707596
3137680,Complete,275.31,Not Backed Up,0:02,Windows,Win 10,589430
3137576,Complete,2405.56,Not Backed Up,0:23,Windows,Win 10,2296308
3137394,Complete,253.62,Not Backed Up,0:01,Windows,Win 10,567817
3132680,Complete,3.64,Not Backed Up,0:00,Mac OS X,Catalina,1981996
3132023,Complete,100.62,Not Backed Up,0:13,Windows,Win 10,1373373
3131340,Complete,389.97,Not Backed Up,0:02,Windows,Win 10,156138
3131111,Complete,102.32,Not Backed Up,0:01,Windows,Win 10,998078
3130498,Complete,97.65,Not Backed Up,0:01,Windows,Win 10,2400672
3129772,Complete,6115.30,Not Backed Up,0:40,Windows,Win 10,549633
3124808,Complete,94.85,Not Backed Up,0:01,Windows,Win 10,2396912
3124787,Complete,389.77,Not Backed Up,0:02,Windows,Win 10,2396910
3124472,Complete,3.56,Not Backed Up,0:00,Mac OS X,Mojave,615741
3124219,Complete,396.12,Not Backed Up,0:01,Windows,Win 10,245637
3123459,Complete,90.49,Not Backed Up,0:01,Windows,Win 10,2395937
3123444,Complete,257.33,Not Backed Up,0:01,Windows,Win 10,2395924
3123428,Complete,247.56,Not Backed Up,0:01,Windows,Win 10,2395917
3122786,Complete,148.75,Not Backed Up,0:03,Windows,Win 10,2395522
3118954,Complete,93.41,Not Backed Up,0:02,Windows,Win 10,603630
3118218,Complete,3.39,Not Backed Up,0:00,Mac OS X,Mojave,316074
3117752,Complete,298.49,Not Backed Up,0:02,Windows,Win 10,424598
3117688,Complete,343.36,Not Backed Up,0:05,Windows,Win 10,142916
3110120,Complete,496.22,Not Backed Up,2:45,Windows,Win 10,2389011
3110111,Complete,155.49,Not Backed Up,0:43,Windows,Win 10,2389007
3108873,Complete,3.40,Not Backed Up,0:00,Mac OS X,Mojave,383637
3108863,Complete,245.39,Not Backed Up,0:01,Windows,Win 10,2388462
3108322,Complete,601.78,Not Backed Up,0:13,Windows,Win 10,357366
3100470,Complete,276.23,Not Backed Up,0:02,Windows,Win 10,1046433
3099262,Complete,101.10,Not Backed Up,0:04,Windows,Win 10,2385065
3090156,Complete,285.57,Not Backed Up,0:25,Mac OS X,Catalina,2380712
3089701,Complete,84.67,Not Backed Up,0:02,Windows,Win 10,156435
3089349,Complete,3.33,Not Backed Up,0:00,Mac OS X,Mojave,611224
3089331,Complete,61925.54,Not Backed Up,335:23,Mac OS X,Sierra,2380336
3089329,Complete,2040.03,Not Backed Up,2:02,Mac OS X,Mojave,2380338
3089275,Complete,58.74,Not Backed Up,0:05,Windows,Win 10,560246
3089267,Complete,49.56,Not Backed Up,0:04,Mac OS X,Catalina,284209
3083565,Complete,307.13,Not Backed Up,0:02,Windows,Win 10,611054
3083310,Complete,4.07,Not Backed Up,0:00,Mac OS X,Mojave,2378664
3082874,Complete,3.27,Not Backed Up,0:00,Mac OS X,Mojave,2378456
3082772,Complete,633.59,Not Backed Up,0:06,Windows,Win 10,2378401
3082750,Complete,265.71,Not Backed Up,0:33,Windows,Win 10,2378397
3082441,Complete,257.43,Not Backed Up,0:02,Windows,Win 10,2378213
3080942,Complete,247.08,Not Backed Up,2:13,Windows,Win 10,1243374
3080583,Complete,4603.83,Not Backed Up,1:33,Windows,Win 10,2377380
3079564,Complete,95.92,Not Backed Up,0:01,Windows,Win 10,2376970
3079371,Complete,128.87,Not Backed Up,0:26,Windows,Win 10,1422223
3078748,Complete,5171.68,Not Backed Up,8:05,Windows,Win 10,2375926
3078273,Complete,3.26,Not Backed Up,0:00,Mac OS X,Catalina,2375622
3078124,Complete,252.47,Not Backed Up,0:02,Windows,Win 10,238125
3075598,Complete,2209.65,Not Backed Up,12:07,Mac OS X,Mojave,2370198
3074307,Complete,365.38,Not Backed Up,0:04,Windows,Win 10,561285
3074229,Complete,3.73,Not Backed Up,0:16,Mac OS X,Mojave,237177
3074227,Complete,257.38,Not Backed Up,0:01,Windows,Win 10,2373687
3074161,Complete,3.34,Not Backed Up,0:00,Mac OS X,Mojave,1634999
3071166,Complete,3.39,Not Backed Up,0:00,Mac OS X,Mojave,237152
3071164,Complete,323.09,Not Backed Up,0:11,Windows,Win 10,142916
3071043,Complete,246.60,Not Backed Up,0:02,Windows,Win 10,467942
3068987,Complete,197.94,Not Backed Up,2:29,Windows,Win 10,2370198
3067798,Complete,276.20,Not Backed Up,0:03,Windows,Win 10,2365860
3067772,Complete,46471.88,Not Backed Up,7:18,Mac OS X,Sierra,267484
3067509,Complete,620.65,Not Backed Up,0:05,Windows,Win 10,2368711
3066415,Complete,73.12,Not Backed Up,0:03,Windows,Win 10,560246
3066390,Complete,2787.45,Not Backed Up,8:27,Windows,Win 10,2367600
3066194,Complete,188.27,Not Backed Up,0:04,Windows,Win 10,702719
3064023,Complete,3.75,Not Backed Up,0:00,Mac OS X,Catalina,1029755
3063989,Complete,3.43,Not Backed Up,0:17,Mac OS X,Mojave,1415527
3063970,Complete,408.79,Not Backed Up,0:26,Windows,Win 10,2365860
3063080,Complete,3.34,Not Backed Up,0:00,Mac OS X,Mojave,2365566
3063043,Complete,3.36,Not Backed Up,0:00,Mac OS X,Mojave,2365512
3062971,Complete,354.61,Not Backed Up,0:05,Windows,Win 10,2365484
3062933,Complete,447.51,Not Backed Up,0:05,Windows,Win 10,2365471
3062816,Complete,257.75,Not Backed Up,0:01,Windows,Win 10,2365388
3062773,Complete,310.93,Not Backed Up,0:04,Windows,Win 10,2365339
3062687,Complete,89.64,Not Backed Up,0:01,Windows,Win 10,2365303
3062664,Complete,82.30,Not Backed Up,0:02,Windows,Win 10,2365296
3062660,Complete,94.58,Not Backed Up,0:01,Windows,Win 10,2365294
3062659,Complete,83.07,Not Backed Up,0:01,Windows,Win 10,2365293
3062657,Complete,93.75,Not Backed Up,0:01,Windows,Win 10,2365292
3062650,Complete,84.93,Not Backed Up,0:01,Windows,Win 10,2365289
3057405,Complete,110.47,Not Backed Up,0:01,Windows,Win 10,2362471
3055345,Complete,184.39,Not Backed Up,2:15,Windows,Win 10,747561
3055041,Complete,110.25,Not Backed Up,1:04,Windows,Win 10,748268
3054238,Complete,108.35,Not Backed Up,0:02,Windows,Win 10,604066
3052078,Complete,168.00,Not Backed Up,0:02,Windows,Win 10,351822
3051602,Complete,32758.29,Not Backed Up,12:56,Windows,Win 10,245550
3050612,Complete,152.32,Not Backed Up,0:01,Windows,Win 10,245362
3046695,Complete,95.16,Not Backed Up,0:01,Windows,Win 10,1294960
3046610,Complete,93.85,Not Backed Up,0:02,Windows,Win 10,1201754
3045806,Complete,86.09,Not Backed Up,0:02,Windows,Win 10,1201754
3044776,Complete,128.71,Not Backed Up,0:05,Windows,Win 10,237329
3042280,Complete,118.21,Not Backed Up,0:02,Windows,Win 10,2349655
3041966,Complete,300.80,Not Backed Up,0:06,Windows,Win 10,2349444
3041452,Complete,3.60,Not Backed Up,0:00,Mac OS X,Mojave,2349242
3041122,Complete,164.33,Not Backed Up,3:48,Windows,Win 10,2349097
3041010,Complete,93.03,Not Backed Up,0:01,Windows,Win 10,2348937
3040984,Complete,93.37,Not Backed Up,0:01,Windows,Win 10,2348928
3037642,Complete,81.54,Not Backed Up,0:01,Windows,Win 10,2346747
3037411,Complete,88.03,Not Backed Up,0:01,Windows,Win 10,245855
3037341,Complete,95.55,Not Backed Up,0:01,Windows,Win 10,245758
3037296,Complete,3.30,Not Backed Up,0:00,Mac OS X,Mojave,1744197
3036407,Complete,2124.28,Not Backed Up,7:41,Windows,Win 10,2346074
3034584,Complete,3212.63,Not Backed Up,7:13,Windows,Win 10,2344769
3034219,Complete,3.34,Not Backed Up,0:00,Mac OS X,Catalina,1997074
3034048,Complete,326.30,Not Backed Up,0:33,Windows,Win 10,2344431
3033088,Complete,108.45,Not Backed Up,0:02,Windows,Win 10,2343992
3030030,Complete,87.71,Not Backed Up,2:13,Windows,Win 10,2342392
3029073,Complete,365.35,Not Backed Up,0:03,Windows,Win 7,1837309
3028607,Complete,496.12,Not Backed Up,0:12,Windows,Win 10,2341664
3028251,Complete,99.46,Not Backed Up,0:02,Windows,Win 10,242372
3028249,Complete,97.25,Not Backed Up,0:01,Windows,Win 10,423262
3025532,Complete,96.68,Not Backed Up,0:02,Windows,Win 10,237679
3025407,Complete,127.85,Not Backed Up,0:04,Windows,Win 10,761946
3025406,Complete,93.02,Not Backed Up,0:02,Windows,Win 10,993166
3024486,Complete,99.96,Not Backed Up,0:02,Windows,Win 10,2339574
3024480,Complete,14240.01,Not Backed Up,0:55,Mac OS X,Sierra,383637
3024473,Complete,99.63,Not Backed Up,0:02,Windows,Win 10,2339565
3024023,Complete,89.44,Not Backed Up,0:02,Windows,Win 10,245934
3023169,Complete,83.94,Not Backed Up,0:01,Windows,Win 10,1813446
3022120,Complete,100.87,Not Backed Up,0:03,Windows,Win 10,267112
3021363,Complete,85.41,Not Backed Up,0:01,Windows,Win 10,2338084
3021180,Complete,743.89,Not Backed Up,0:21,Windows,Win 10,2337958
3021171,Complete,135.33,Not Backed Up,0:02,Windows,Win 10,427541
3020704,Complete,434.11,Not Backed Up,4:56,Windows,Win 10,2337764
3018256,Complete,3.31,Not Backed Up,0:00,Mac OS X,Mojave,2337177
3018239,Complete,3.31,Not Backed Up,0:00,Mac OS X,Mojave,2337167
3017875,Complete,114.84,Not Backed Up,0:02,Windows,Win 10,2337001
3017836,Complete,82.02,Not Backed Up,0:01,Windows,Win 10,2336979
3017640,Complete,91.27,Not Backed Up,0:01,Windows,Win 10,2336751
3017624,Complete,82.97,Not Backed Up,0:01,Windows,Win 10,2336744
3017623,Complete,99.20,Not Backed Up,0:01,Windows,Win 10,2336743
3017601,Complete,95.20,Not Backed Up,0:01,Windows,Win 10,2336736
3017600,Complete,95.77,Not Backed Up,0:01,Windows,Win 10,2336735
3017594,Complete,250.71,Not Backed Up,0:01,Windows,Win 10,2336733
3017593,Complete,124.64,Not Backed Up,0:01,Windows,Win 10,2336732
3016290,Complete,2269.42,Not Backed Up,0:31,Windows,Win 10,2335414
3012179,Complete,3.33,Not Backed Up,0:00,Mac OS X,Mojave,1724369
3011694,Complete,265.39,Not Backed Up,0:02,Windows,Win 10,309010
3011481,Complete,294.63,Not Backed Up,0:25,Windows,Win 10,806009
3011337,Complete,109.56,Not Backed Up,0:01,Windows,Win 10,425033
3008792,Complete,88.66,Not Backed Up,0:01,Windows,Win 10,1243374
3007053,Complete,3.87,Not Backed Up,0:01,Windows,Win 10,560246
3006997,Complete,95.26,Not Backed Up,0:01,Windows,Win 10,2328938
3003392,Complete,3.35,Not Backed Up,0:00,Mac OS X,Mojave,1953717
3003225,Complete,1734.04,Not Backed Up,1:15,Mac OS X,Mojave,2326602
3002398,Complete,97.79,Not Backed Up,0:02,Windows,Win 10,410222
2998611,Complete,90.72,Not Backed Up,0:01,Windows,Win 10,2323713
2998287,Complete,3.86,Not Backed Up,0:00,Mac OS X,Mojave,2323140
2998039,Complete,357.69,Not Backed Up,0:04,Windows,Win 10,657934
2988043,Complete,93.90,Not Backed Up,0:01,Windows,Win 10,2316436
2987903,Complete,2895.77,Not Backed Up,0:23,Windows,Win 10,357366
2987391,Complete,229.67,Not Backed Up,0:07,Windows,Win 7,795447
2982471,Complete,21809.03,Not Backed Up,4:52,Windows,Win 10,252270
2982397,Complete,227.34,Not Backed Up,0:01,Windows,Win 10,1989875
2978874,Complete,3.31,Not Backed Up,0:00,Mac OS X,Mojave,1692589
2977526,Complete,102.17,Not Backed Up,0:02,Windows,Win 10,2086021
2975590,Complete,428.05,Not Backed Up,0:07,Windows,Win 10,2310128
2975474,Complete,3.27,Not Backed Up,0:00,Mac OS X,Mojave,2310065
2975468,Complete,3.30,Not Backed Up,0:00,Mac OS X,Mojave,2310063
2975397,Complete,3.27,Not Backed Up,0:00,Mac OS X,Mojave,2310049
2975377,Complete,104.93,Not Backed Up,0:10,Windows,Win 10,2310042
2975264,Complete,3.61,Not Backed Up,0:00,Mac OS X,Mojave,2309993
2975117,Complete,444.19,Not Backed Up,0:24,Windows,Win 10,2309892
2975070,Complete,3.53,Not Backed Up,0:09,Mac OS X,Mojave,2309870
2975068,Complete,401.97,Not Backed Up,0:03,Windows,Win 10,2309869
2975049,Complete,3.29,Not Backed Up,0:00,Mac OS X,Mojave,2309866
2975034,Complete,143.26,Not Backed Up,0:02,Windows,Win 10,2309860
2975032,Complete,3.30,Not Backed Up,0:00,Mac OS X,Mojave,2309858
2975029,Complete,3.54,Not Backed Up,0:00,Mac OS X,Mojave,2309855
2975021,Complete,3.29,Not Backed Up,0:00,Mac OS X,Mojave,2309853
2974952,Complete,114.67,Not Backed Up,0:01,Windows,Win 10,2309837
2974798,Complete,134.64,Not Backed Up,0:02,Windows,Win 10,1692589
2974783,Complete,106.58,Not Backed Up,0:02,Windows,Win 10,2309727
2974658,Complete,92.74,Not Backed Up,0:01,Windows,Win 10,2309625
2974626,Complete,82.96,Not Backed Up,0:01,Windows,Win 10,2309610
2974565,Complete,94.41,Not Backed Up,0:01,Windows,Win 10,2309590
2974560,Complete,119.96,Not Backed Up,0:02,Windows,Win 10,2309587
2974530,Complete,81.37,Not Backed Up,0:02,Windows,Win 10,2309431
2974528,Complete,81.60,Not Backed Up,0:01,Windows,Win 10,2309429
2974517,Complete,112.41,Not Backed Up,0:02,Windows,Win 10,2309420
2974513,Complete,83.29,Not Backed Up,0:01,Windows,Win 10,2309417
2969863,Complete,3.41,Not Backed Up,0:00,Mac OS X,Catalina,609424
2963800,Complete,1212.82,Not Backed Up,0:23,Windows,Win 10,177237
2963624,Complete,92.17,Not Backed Up,0:02,Windows,Win 10,473622
2960050,Complete,117.84,Not Backed Up,0:02,Windows,Win 10,535032
2959769,Complete,405.04,Not Backed Up,0:04,Windows,Win 10,205013
2958511,Complete,155.14,Not Backed Up,0:04,Windows,Win 10,189767
2958188,Complete,197.96,Not Backed Up,0:13,Windows,Win 10,609526
2958049,Complete,11524.16,Not Backed Up,1:11,Windows,Win 10,245416
2957492,Complete,104.28,Not Backed Up,0:01,Windows,Win 10,2086021
2957252,Complete,117.33,Not Backed Up,0:11,Windows,Win 10,1909089
2954752,Complete,2.38,Not Backed Up,0:00,Mac OS X,Catalina,1046535
2949423,Complete,3.41,Not Backed Up,0:00,Mac OS X,Mojave,2296765
2949355,Complete,103710.37,Not Backed Up,9:49,Mac OS X,Catalina,203221
2949059,Complete,202.48,Not Backed Up,0:02,Windows,Win 10,2296513
2948700,Complete,332.66,Not Backed Up,3:16,Windows,Win 10,2296308
2948691,Complete,105.48,Not Backed Up,0:02,Windows,Win 10,2296306
2948630,Complete,86.77,Not Backed Up,0:01,Windows,Win 10,2296280
2948626,Complete,82.41,Not Backed Up,0:02,Windows,Win 10,2296279
2948606,Complete,94.02,Not Backed Up,0:01,Windows,Win 10,2296267
2944882,Complete,50.72,Not Backed Up,0:02,Mac OS X,Mojave,458645
2943972,Complete,3.47,Not Backed Up,0:00,Mac OS X,Mojave,269200
2939855,Complete,1540.87,Not Backed Up,0:24,Windows,Win 10,2291944
2939155,Complete,8744.45,Not Backed Up,96:46,Mac OS X,Mojave,426836
2939023,Complete,288.23,Not Backed Up,0:03,Windows,Win 10,246819
2938655,Complete,82.10,Not Backed Up,0:01,Windows,Win 10,245236
2934222,Complete,145.52,Not Backed Up,0:03,Windows,Win 10,747586
2932286,Complete,2754.87,Not Backed Up,5:10,Windows,Win 10,2287911
2932208,Complete,95.04,Not Backed Up,0:04,Windows,Win 10,553343
2931357,Complete,94.92,Not Backed Up,0:52,Windows,Win 10,2278172
2925208,Complete,8540.67,Not Backed Up,4:28,Windows,Win 10,2284289
2919482,Complete,114.74,Not Backed Up,0:02,Windows,Win 10,1337478
2918639,Complete,159.84,Not Backed Up,0:04,Windows,Win 10,240474
2918612,Complete,292.35,Not Backed Up,0:07,Windows,Win 10,2278222
2918531,Complete,107.78,Not Backed Up,0:02,Windows,Win 10,2278172
2913775,Complete,15452.93,Not Backed Up,9:40,Windows,Win 10,247678
2908588,Complete,93.34,Not Backed Up,0:02,Windows,Win 10,2152487
2908030,Complete,25.99,Not Backed Up,0:00,Mac OS X,Catalina,2272012
2906585,Complete,638.70,Not Backed Up,2:18,Windows,Win 10,2270567
2905965,Complete,100.19,Not Backed Up,0:02,Windows,Win 10,2270567
2905924,Complete,86.15,Not Backed Up,0:01,Windows,Win 10,2270509
2904401,Complete,4.95,Not Backed Up,0:02,Mac OS X,Catalina,237720
2904385,Complete,3.58,Not Backed Up,0:00,Mac OS X,Mojave,615733
2904072,Complete,194.98,Not Backed Up,0:07,Windows,Win 7,747683
2903814,Complete,104.96,Not Backed Up,0:02,Windows,Win 10,655466
2903067,Complete,88.14,Not Backed Up,0:02,Windows,Win 10,247400
2901079,Complete,120.18,Not Backed Up,0:02,Windows,Win 10,1150175
2900686,Complete,145.58,Not Backed Up,0:03,Windows,Win 10,245612
2900304,Complete,92.46,Not Backed Up,0:01,Windows,Win 10,423343
2900213,Complete,167.21,Not Backed Up,0:18,Windows,Win 10,1909089
2898915,Complete,11445.08,Not Backed Up,1:21,Windows,Win 10,2177113
2898208,Complete,90.95,Not Backed Up,0:02,Windows,Win 10,2265352
2895710,Complete,3.38,Not Backed Up,0:00,Mac OS X,Catalina,2263976
2895026,Complete,93.90,Not Backed Up,0:03,Windows,Win 10,2263644
2894608,Complete,83.91,Not Backed Up,0:01,Windows,Win 10,2263267
2891546,Complete,4502.97,Not Backed Up,1:07,Windows,Win 10,2261182
2885589,Complete,3.71,Not Backed Up,0:00,Mac OS X,Mojave,739096
2885569,Complete,342.52,Not Backed Up,0:04,Mac OS X,Mojave,437140
2884361,Complete,277.17,Not Backed Up,0:22,Windows,Win 10,747609
2881184,Complete,3.39,Not Backed Up,0:00,Mac OS X,Mojave,2246515
2881089,Complete,264.61,Not Backed Up,0:02,Mac OS X,Catalina,581080
2880517,Complete,112.48,Not Backed Up,0:03,Windows,Win 10,421646
2879177,Complete,2828.66,Not Backed Up,0:47,Windows,Win 10,2245125
2877878,Complete,3045.49,Not Backed Up,5:57,Windows,Win 10,2244512
2876049,Complete,599.35,Not Backed Up,0:24,Windows,Win 10,2243585
2874451,Complete,105.20,Not Backed Up,0:01,Windows,Win 10,734471
2873518,Complete,3.39,Not Backed Up,0:00,Mac OS X,Mojave,2242475
2869425,Complete,122.84,Not Backed Up,0:01,Windows,Win 10,403784
2869285,Complete,285.96,Not Backed Up,0:31,Windows,Win 10,2179482
2869280,Complete,241.23,Not Backed Up,0:02,Windows,Win 10,2177373
2868312,Complete,85.81,Not Backed Up,0:02,Windows,Win 10,2177435
2868227,Complete,127.32,Not Backed Up,0:06,Windows,Win 7,2177373
2858849,Complete,437.11,Not Backed Up,0:06,Windows,Win 10,761946
2858717,Complete,158.22,Not Backed Up,0:02,Windows,Win 10,1755770
2858605,Complete,157.54,Not Backed Up,0:02,Windows,Win 10,241583
2854405,Complete,13152.10,Not Backed Up,6:10,Mac OS X,Catalina,305454
2854355,Complete,3.38,Not Backed Up,0:00,Mac OS X,Mojave,2169816
2854177,Complete,3.43,Not Backed Up,0:00,Mac OS X,Mojave,237805
2853869,Complete,102.03,Not Backed Up,0:02,Windows,Win 10,2169541
2852912,Complete,109.27,Not Backed Up,0:02,Windows,Win 10,1794528
2851570,Complete,139.48,Not Backed Up,0:04,Windows,Win 10,1909089
2843495,Complete,109.72,Not Backed Up,0:06,Windows,Win 10,825894
2841499,Complete,1762.60,Not Backed Up,1:26,Mac OS X,Catalina,318766
2841394,Complete,141.26,Not Backed Up,0:03,Windows,Win 10,747585
2841088,Complete,125.44,Not Backed Up,0:03,Windows,Win 10,2159881
2839378,Complete,3.90,Not Backed Up,0:00,Mac OS X,Catalina,238194
2832584,Complete,408.97,Not Backed Up,0:04,Windows,Win 10,1256487
2832091,Complete,214.58,Not Backed Up,0:02,Windows,Win 10,2152698
2831991,Complete,96.52,Not Backed Up,0:01,Windows,Win 10,2152487
2831434,Complete,3.62,Not Backed Up,0:00,Mac OS X,Mojave,2152165
2831430,Complete,2.82,Not Backed Up,0:00,Mac OS X,Catalina,2152164
2831247,Complete,241.95,Not Backed Up,0:02,Windows,Win 10,237617
2831127,Complete,243.41,Not Backed Up,0:04,Windows,Win 10,2152016
2830745,Complete,90.02,Not Backed Up,0:01,Windows,Win 10,2151772
2830505,Complete,94.87,Not Backed Up,0:02,Windows,Win 10,1314627
2830482,Complete,103.67,Not Backed Up,0:02,Windows,Win 10,1315810
2816805,Complete,567.36,Not Backed Up,0:52,Windows,Win 10,319387
2814457,Complete,191.93,Not Backed Up,0:01,Windows,Win 10,621282
2809960,Complete,50.45,Not Backed Up,2:12,Windows,Win 10,2133103
2809880,Complete,102.32,Not Backed Up,0:01,Windows,Win 10,1189195
2809168,Complete,3.35,Not Backed Up,0:00,Mac OS X,Catalina,2132689
2809166,Complete,3.35,Not Backed Up,0:00,Mac OS X,Catalina,2132686
2797218,Complete,139.12,Not Backed Up,0:02,Windows,Win 10,1431626
2795922,Complete,95.23,Not Backed Up,0:02,Windows,Win 10,2121276
2795665,Complete,3.60,Not Backed Up,0:00,Mac OS X,Mojave,402379
2795664,Complete,3.41,Not Backed Up,0:00,Mac OS X,Mojave,382115
2794412,Complete,3.45,Not Backed Up,0:02,Mac OS X,Catalina,681432
2793778,Complete,103.68,Not Backed Up,0:01,Windows,Win 10,2119865
2793767,Complete,3.40,Not Backed Up,3:53,Mac OS X,Catalina,237682
2793604,Complete,108.00,Not Backed Up,0:02,Windows,Win 10,2119783
2793481,Complete,236.85,Not Backed Up,0:07,Windows,Win 10,2119719
2787114,Complete,15.05,Not Backed Up,0:00,Mac OS X,Mojave,722553
2783789,Complete,3.38,Not Backed Up,0:00,Mac OS X,Mojave,237212
2781417,Complete,108.03,Not Backed Up,0:01,Windows,Win 10,1734586
2781414,Complete,3.47,Not Backed Up,0:00,Mac OS X,Mojave,737599
2780519,Complete,1129.68,Not Backed Up,0:11,Windows,Win 10,2110160
2775249,Complete,114.26,Not Backed Up,0:03,Windows,Win 10,2105497
2773900,Complete,3.39,Not Backed Up,0:00,Mac OS X,Catalina,2104350
2773622,Complete,3.46,Not Backed Up,0:00,Mac OS X,Catalina,735446
2773462,Complete,109.57,Not Backed Up,0:08,Windows,Win 7,1216132
2773219,Complete,125.75,Not Backed Up,0:04,Windows,Win 10,2104039
2773182,Complete,93.80,Not Backed Up,0:02,Windows,Win 10,249504
2772990,Complete,412.93,Not Backed Up,0:06,Windows,Win 10,2103913
2772976,Complete,96.96,Not Backed Up,0:01,Windows,Win 10,2103908
2772861,Complete,88.64,Not Backed Up,0:02,Windows,Win 10,2103823
2771656,Complete,463.99,Not Backed Up,0:26,Windows,Win 10,1314626
2769754,Complete,92.30,Not Backed Up,0:02,Windows,Win 10,235539
2756268,Complete,164.33,Not Backed Up,0:06,Windows,Win 10,1216132
2754646,Complete,234.65,Not Backed Up,0:09,Windows,Win 10,1197385
2754626,Complete,111.00,Not Backed Up,0:02,Windows,Win 10,245938
2753599,Complete,3940.05,Not Backed Up,3:25,Windows,Win 7,615693
2752409,Complete,122.70,Not Backed Up,0:02,Windows,Win 10,2086021
2744085,Complete,3236.88,Not Backed Up,1:18,Mac OS X,Catalina,2078589
2742575,Complete,188.10,Not Backed Up,0:07,Windows,Win 7,795447
2739262,Complete,222.66,Not Backed Up,0:21,Mac OS X,Catalina,182926
2739247,Complete,581.73,Not Backed Up,0:05,Windows,Win 10,237342
2736225,Complete,95.84,Not Backed Up,0:10,Windows,Win 10,242628
2735731,Complete,99.75,Not Backed Up,0:37,Windows,Win 10,2056848
2735617,Complete,1465.56,Not Backed Up,0:26,Windows,Win 10,2072968
2734141,Complete,382.91,Not Backed Up,0:07,Windows,Win 10,747688
2732069,Complete,104.94,Not Backed Up,0:01,Windows,Win 10,536537
2732006,Complete,3.57,Not Backed Up,0:01,Mac OS X,Mojave,2071053
2731763,Complete,89.84,Not Backed Up,0:02,Windows,Win 10,2070944
2731565,Complete,533.07,Not Backed Up,0:06,Windows,Win 10,1298157
2731345,Complete,476.92,Not Backed Up,0:04,Windows,Win 10,245293
2730870,Complete,87.22,Not Backed Up,0:01,Windows,Win 10,2070617
2730848,Complete,96.05,Not Backed Up,0:01,Windows,Win 10,2070558
2730826,Complete,98.37,Not Backed Up,0:02,Windows,Win 10,1314621
2730695,Complete,130.11,Not Backed Up,0:06,Windows,Win 10,1299790
2726333,Complete,88.88,Not Backed Up,0:01,Windows,Win 10,245474
2725938,Complete,3.40,Not Backed Up,0:00,Mac OS X,Catalina,177237
2723824,Complete,2221.40,Not Backed Up,9:35,Windows,Win 10,2066694
2723188,Complete,3.62,Not Backed Up,0:00,Mac OS X,Mojave,347146
2721784,Complete,89.73,Not Backed Up,0:02,Windows,Win 10,1981996
2721755,Complete,99.59,Not Backed Up,0:01,Windows,Win 10,1981547
2721548,Complete,4.24,Not Backed Up,0:00,Mac OS X,Mojave,2065509
2718265,Complete,120.93,Not Backed Up,0:07,Windows,Win 10,237781
2718226,Complete,3.64,Not Backed Up,0:00,Mac OS X,Catalina,245956
2713352,Complete,145.72,Not Backed Up,0:02,Windows,Win 10,2060923
2713024,Complete,132.24,Not Backed Up,0:01,Windows,Win 10,747549
2712941,Complete,3.46,Not Backed Up,0:00,Mac OS X,Mojave,609488
2711854,Complete,321.04,Not Backed Up,0:41,Windows,Win 10,183188
2711605,Complete,93.90,Not Backed Up,0:01,Windows,Win 10,747542
2711568,Complete,87.40,Not Backed Up,0:02,Windows,Win 10,2060469
2711561,Complete,107.74,Not Backed Up,0:03,Windows,Win 10,2060467
2711526,Complete,94.27,Not Backed Up,0:02,Windows,Win 10,2060453
2711525,Complete,98.55,Not Backed Up,0:02,Windows,Win 10,2060452
2705679,Complete,109.79,Not Backed Up,0:02,Windows,Win 10,238921
2705179,Complete,3.40,Not Backed Up,0:00,Mac OS X,Catalina,2057091
2705178,Complete,3.45,Not Backed Up,0:00,Mac OS X,Mojave,2057090
2704895,Complete,105.34,Not Backed Up,0:02,Windows,Win 10,2056903
2704769,Complete,84.71,Not Backed Up,0:02,Windows,Win 10,2056848
