Device ID,First Backup Status,First Backup Size,System Settings Backup,Time Taken,OS Platform,Device OS,User ID
4237730,In Progress (84.71 %),17188.40,Not Backed Up,4:40,Windows,Win 10,3131313
4236354,Not Connected (100.00 %),12612.96,Not Backed Up,14:03,Mac OS X,Catalina,3204609
4221923,In Progress (89.94 %),239699.36,Not Backed Up,59:59,Mac OS X,Catalina,1833789
4218764,Complete,303098.86,Not Backed Up,30:34,Mac OS X,Catalina,707596
4216872,Never Backed Up,-,Not Backed Up,-,Mac OS X,Mojave,3192632
4193694,Complete,1688.84,Not Backed Up,0:10,Mac OS X,Mojave,162031
4192254,Complete,9083.36,Not Backed Up,5:17,Mac OS X,Catalina,154477
4173798,Complete,793.72,Not Backed Up,0:53,Mac OS X,High Sierra,3160032
4173129,Complete,8312.00,Not Backed Up,13:15,Windows,Win 10,450468
4173045,Complete,287.15,Not Backed Up,0:03,Windows,Win 10,3159669
4166117,Complete,157392.18,Not Backed Up,11:59,Mac OS X,Mojave,279571
4165692,Complete,288.46,Not Backed Up,0:04,Windows,Win 10,967032
4162229,Complete,903.70,Not Backed Up,0:08,Windows,Win 10,2486060
4161477,Complete,687.42,Not Backed Up,0:05,Windows,Win 10,3149790
4158139,Complete,1298.56,Not Backed Up,0:05,Mac OS X,Mojave,245292
4153757,Complete,921.76,Not Backed Up,0:06,Windows,Win 10,3149790
4150407,Complete,39.28,Not Backed Up,0:02,Windows,Win 10,154424
4150001,Not Connected (71.70 %),2223.09,Not Backed Up,0:30,Windows,Win 10,237774
4149508,Complete,15779.75,Not Backed Up,3:28,Mac OS X,Catalina,1794525
4149496,Complete,115.51,Not Backed Up,0:02,Windows,Win 10,1751001
4149240,Complete,367.25,Not Backed Up,0:02,Windows,Win 10,3147681
4146864,Complete,4409.37,Not Backed Up,1:13,Mac OS X,Catalina,163684
4146850,Complete,328.01,Not Backed Up,0:02,Windows,Win 10,163684
4145795,Complete,10.94,Not Backed Up,0:00,Mac OS X,Catalina,722266
4142159,Complete,4228.09,Not Backed Up,1:03,Windows,Win 10,154353
4136002,Complete,432.62,Not Backed Up,0:30,Windows,Win 10,3142784
4132284,Complete,28238.92,Not Backed Up,2:46,Windows,Win 10,1413847
4131287,Complete,357.63,Not Backed Up,0:32,Mac OS X,Catalina,3140657
4130660,Complete,327.66,Not Backed Up,0:02,Windows,Win 10,3140424
4130650,Complete,328.77,Not Backed Up,0:03,Windows,Win 10,3140418
4126660,Complete,126.21,Not Backed Up,0:01,Windows,Win 10,2606372
4126264,Complete,124401.96,Not Backed Up,84:28,Mac OS X,Catalina,3136712
4121473,Complete,290.98,Not Backed Up,0:02,Windows,Win 10,2244512
4121371,Complete,646.76,Not Backed Up,0:35,Windows,Win 10,2244512
4121066,Not Connected (26.11 %),50202.47,Not Backed Up,117:40,Mac OS X,Catalina,3136311
4120769,Complete,6077.80,Not Backed Up,1:47,Windows,Win 10,242921
4119428,Complete,774.15,Not Backed Up,0:24,Windows,Win 7,196219
4117141,Complete,1762.11,Not Backed Up,1:59,Mac OS X,Catalina,3134388
4117057,Complete,365.06,Not Backed Up,0:05,Windows,Win 10,3134375
4116326,Complete,1971.14,Not Backed Up,0:14,Windows,Win 10,245436
4116082,Complete,549.54,Not Backed Up,0:04,Windows,Win 10,3133908
4115759,Complete,542.13,Not Backed Up,0:03,Windows,Win 10,3133831
4115729,Complete,4286.28,Not Backed Up,2:59,Mac OS X,Mojave,3133825
4109762,Complete,445.88,Not Backed Up,0:02,Windows,Win 10,747550
4109479,Complete,231.18,Not Backed Up,0:07,Windows,Win 10,2539358
4108565,Complete,397.84,Not Backed Up,0:06,Windows,Win 10,2448968
4107930,Complete,8135.52,Not Backed Up,3:26,Windows,Win 10,240922
4105791,Complete,28800.47,Not Backed Up,9:08,Windows,Win 10,3131313
4105768,Complete,40174.68,Not Backed Up,1:27,Mac OS X,Catalina,609457
4105375,Complete,7852.53,Not Backed Up,5:32,Windows,Win 10,237697
4097429,Complete,5228.39,Not Backed Up,1:27,Windows,Win 10,3127474
4097155,Complete,1401.35,Not Backed Up,3:26,Windows,Win 10,2346074
4096040,Complete,3975.73,Not Backed Up,0:24,Windows,Win 10,3126675
4095916,Complete,318.70,Not Backed Up,0:05,Windows,Win 10,2540401
4094090,Complete,3996.33,Not Backed Up,2:27,Windows,Win 10,3125640
4093723,Complete,30.10,Not Backed Up,0:00,Mac OS X,Catalina,606779
4093273,Complete,340.64,Not Backed Up,0:03,Windows,Win 10,1058926
4093254,Complete,21.08,Not Backed Up,0:01,Mac OS X,Catalina,3125241
4092688,Complete,3698.88,Not Backed Up,1:14,Mac OS X,Mojave,158739
4092097,Complete,7151.87,Not Backed Up,1:41,Windows,Win 10,237662
4091588,Complete,932.58,Not Backed Up,0:06,Windows,Win 10,3124421
4087071,Complete,267.64,Not Backed Up,0:09,Windows,Win 10,357366
4084125,Complete,19399.09,Not Backed Up,7:20,Windows,Win 10,163684
4082910,Complete,4474.82,Not Backed Up,0:44,Windows,Win 10,238693
4078122,Complete,275.66,Not Backed Up,0:06,Windows,Win 10,3117924
4077890,Complete,1878.02,Not Backed Up,3:46,Windows,Win 10,3117736
4077829,Complete,402.21,Not Backed Up,0:03,Windows,Win 10,3117697
4077818,Complete,694.87,Not Backed Up,0:06,Windows,Win 10,3117692
4075560,Complete,439.21,Not Backed Up,0:03,Windows,Win 10,3116477
4075277,Complete,259.89,Not Backed Up,0:05,Windows,Win 10,3116365
4074392,Complete,520.11,Not Backed Up,0:05,Windows,Win 10,3115925
4071364,Complete,378.49,Not Backed Up,0:09,Windows,Win 10,3114194
4070741,Complete,43.50,Not Backed Up,0:17,Windows,Win 10,560246
4066635,Complete,96.44,Not Backed Up,0:01,Windows,Win 10,3077019
4066042,Complete,765.09,Not Backed Up,0:23,Windows,Win 10,1278827
4065507,Complete,2311.87,Not Backed Up,34:40,Mac OS X,Catalina,247988
4059795,Complete,601.56,Not Backed Up,0:06,Windows,Win 10,237633
4059602,Complete,687.93,Not Backed Up,0:11,Windows,Win 10,2411009
4059275,Complete,17521.52,Not Backed Up,8:08,Mac OS X,Catalina,245738
4059168,Complete,7021.31,Not Backed Up,0:56,Windows,Win 10,1404023
4056251,Complete,17777.18,Not Backed Up,6:39,Windows,Win 10,3104548
4054806,Complete,18743.12,Not Backed Up,0:07,Mac OS X,Catalina,1321188
4052349,Complete,5635.08,Not Backed Up,1:09,Windows,Win 10,3102695
4052138,Complete,537.48,Not Backed Up,0:04,Windows,Win 10,2747484
4049214,Complete,4155.39,Not Backed Up,2:01,Windows,Win 10,589526
4048673,Complete,10827.15,Not Backed Up,1:02,Windows,Win 10,3100472
4048094,Complete,11041.78,Not Backed Up,18:02,Mac OS X,Catalina,3100233
4047059,Complete,508.07,Not Backed Up,0:04,Windows,Win 10,3099666
4047058,Complete,566.30,Not Backed Up,0:04,Windows,Win 10,3099665
4047055,Complete,446.15,Not Backed Up,0:03,Windows,Win 10,3099662
4046992,Complete,1949.22,Not Backed Up,0:32,Windows,Win 10,3099643
4046832,Complete,0.00,Not Backed Up,0:00,Windows,Win 10,242034
4046756,Complete,77409.66,Not Backed Up,3:29,Windows,Win 10,3099569
4046753,Complete,517.56,Not Backed Up,0:03,Windows,Win 10,1112452
4043169,Complete,3990.03,Not Backed Up,1:44,Mac OS X,Catalina,162992
4043131,Complete,111.09,Not Backed Up,0:10,Windows,Win 10,1835438
4043094,Complete,259.79,Not Backed Up,0:04,Windows,Win 10,2533407
4042820,Complete,14494.16,Not Backed Up,4:04,Mac OS X,Mojave,1806778
4042639,Complete,518.80,Not Backed Up,0:03,Windows,Win 10,615934
4042615,Complete,36726.71,Not Backed Up,12:05,Mac OS X,Catalina,3096893
4042581,Complete,2640.06,Not Backed Up,1:46,Windows,Win 10,3096889
4041626,Complete,20741.18,Not Backed Up,1:53,Windows,Win 10,721813
4041373,Complete,8928.05,Not Backed Up,0:31,Windows,Win 10,199557
4040470,Complete,438.13,Not Backed Up,0:05,Windows,Win 10,3095766
4038515,Complete,5178.82,Not Backed Up,1:04,Windows,Win 10,3094302
4037528,Complete,6594.33,Not Backed Up,6:25,Mac OS X,Catalina,250497
4037131,Complete,9892.14,Not Backed Up,10:03,Windows,Win 10,238467
4037123,Complete,2545.03,Not Backed Up,0:29,Windows,Win 10,2575732
4033515,Complete,47.16,Not Backed Up,0:01,Windows,Win 10,154424
4033010,Complete,163.66,Not Backed Up,0:04,Windows,Win 10,238879
4032928,Complete,6.42,Not Backed Up,0:00,Mac OS X,Catalina,237212
4032837,Complete,307.01,Not Backed Up,0:03,Windows,Win 10,302562
4032743,Complete,13265.35,Not Backed Up,1:46,Windows,Win 10,240318
4032160,Complete,966.51,Not Backed Up,0:07,Windows,Win 10,3082419
4030298,Complete,269.69,Not Backed Up,0:02,Windows,Win 10,3090209
4030106,Complete,263.74,Not Backed Up,0:01,Windows,Win 10,237452
4029620,Complete,36285.93,Not Backed Up,5:01,Windows,Win 10,3089951
4028616,Complete,5729.79,Not Backed Up,3:23,Windows,Win 10,511357
4028293,Complete,6907.55,Not Backed Up,1:54,Windows,Win 10,235429
4028235,Complete,261.12,Not Backed Up,0:06,Windows,Win 10,421646
4028078,Complete,462.69,Not Backed Up,0:05,Windows,Win 10,3076633
4028040,Complete,715.07,Not Backed Up,0:03,Windows,Win 10,589516
4027510,Complete,331.80,Not Backed Up,0:03,Windows,Win 10,3088906
4027487,Complete,256.48,Not Backed Up,0:04,Windows,Win 10,3088892
4026647,Complete,169.63,Not Backed Up,0:24,Windows,Win 10,700540
4026628,Complete,4597.47,Not Backed Up,0:56,Windows,Win 10,237620
4026565,Complete,23216.36,Not Backed Up,2:02,Windows,Win 10,747557
4026379,Complete,9531.95,Not Backed Up,4:29,Windows,Win 10,3088416
4023261,Complete,138.84,Not Backed Up,0:03,Windows,Win 10,991925
4022981,Complete,325.95,Not Backed Up,0:01,Windows,Win 10,3086798
4022564,Complete,316.06,Not Backed Up,0:02,Windows,Win 10,3086435
4022539,Complete,277.85,Not Backed Up,0:03,Windows,Win 10,3086429
4022424,Complete,2157.68,Not Backed Up,0:09,Windows,Win 10,3086336
4022410,Complete,2945.86,Not Backed Up,0:21,Windows,Win 10,2511328
4022159,Complete,282.39,Not Backed Up,0:02,Windows,Win 10,3086244
4018851,Complete,267.53,Not Backed Up,0:01,Windows,Win 10,3058830
4018785,Complete,567.63,Not Backed Up,0:02,Windows,Win 10,3084336
4018780,Complete,325.78,Not Backed Up,0:01,Windows,Win 10,1361635
4018747,Complete,259.58,Not Backed Up,0:04,Windows,Win 10,237625
4016830,Complete,300.25,Not Backed Up,0:01,Windows,Win 10,2060467
4016505,Complete,7907.83,Not Backed Up,2:29,Windows,Win 10,3082419
4016024,Complete,3572.82,Not Backed Up,0:24,Windows,Win 10,3082232
4015961,Complete,2614.71,Not Backed Up,0:33,Windows,Win 10,3082216
4014399,Complete,259.06,Not Backed Up,0:02,Windows,Win 10,156152
4014255,Complete,3516.02,Not Backed Up,0:46,Windows,Win 10,3081272
4013673,Not Connected (100.00 %),29.31,Not Backed Up,0:16,Windows,Win 10,991925
4013190,Complete,7677.34,Not Backed Up,2:12,Windows,Win 10,3080817
4012738,Complete,102.12,Not Backed Up,0:04,Windows,Win 10,2244512
4012183,Complete,99.11,Not Backed Up,0:02,Windows,Win 10,2747484
4011901,Complete,290.45,Not Backed Up,0:13,Windows,Win 10,2747484
4011232,Complete,456.91,Not Backed Up,0:01,Windows,Win 10,3058830
4010767,Complete,257.82,Not Backed Up,0:02,Windows,Win 10,2878606
4010757,Complete,1898.03,Not Backed Up,0:13,Windows,Win 10,3057336
4009084,Complete,290.39,Not Backed Up,0:04,Windows,Win 10,2554928
4008619,Complete,5906.93,Not Backed Up,0:56,Windows,Win 10,1233328
4008581,Complete,419.23,Not Backed Up,0:02,Windows,Win 10,1112452
4007334,Complete,2599.64,Not Backed Up,0:35,Windows,Win 10,3078283
4005143,Complete,20554.63,Not Backed Up,56:12,Mac OS X,Mojave,3077318
4005066,Complete,1347.43,Not Backed Up,0:08,Windows,Win 10,371563
4004788,Complete,266.41,Not Backed Up,0:01,Windows,Win 10,3077019
4004577,Complete,434.42,Not Backed Up,0:02,Windows,Win 10,3073188
4004530,Complete,12306.00,Not Backed Up,9:59,Mac OS X,Catalina,661476
4004427,Complete,126.91,Not Backed Up,0:01,Windows,Win 10,3076633
4004292,Complete,20563.79,Not Backed Up,1:03,Windows,Win 10,244440
4004215,Complete,6034.85,Not Backed Up,2:27,Windows,Win 10,156152
4004104,Complete,3483.30,Not Backed Up,1:05,Windows,Win 10,237442
4003808,Complete,270.99,Not Backed Up,0:20,Windows,Win 10,2509523
4001805,Complete,343.82,Not Backed Up,0:02,Windows,Win 10,2537903
3998767,Complete,837.36,Not Backed Up,0:06,Windows,Win 10,245526
3998632,Complete,336.32,Not Backed Up,0:02,Windows,Win 10,2646488
3998440,Complete,452.03,Not Backed Up,0:03,Windows,Win 10,2878606
3998239,Complete,46.71,Not Backed Up,0:07,Windows,Win 10,560246
3998230,Complete,9427.64,Not Backed Up,1:51,Windows,Win 10,3073188
3998213,Complete,272.35,Not Backed Up,0:01,Windows,Win 10,238441
3997026,Complete,328.36,Not Backed Up,0:02,Windows,Win 10,3072420
3996942,Complete,6897.43,Not Backed Up,2:38,Windows,Win 10,746186
3996766,Complete,15203.76,Not Backed Up,1:11,Windows,Win 10,247679
3996390,Complete,4951.17,Not Backed Up,0:28,Windows,Win 10,238145
3995964,Complete,3833.02,Not Backed Up,2:18,Windows,Win 10,237902
3995389,Complete,492.50,Not Backed Up,0:03,Windows,Win 10,2877517
3992691,Complete,2084.89,Not Backed Up,0:35,Windows,Win 10,3070947
3992387,Complete,816.80,Not Backed Up,0:31,Mac OS X,Mojave,3070806
3991624,Complete,203.13,Not Backed Up,0:02,Windows,Win 10,3070471
3991253,Complete,129.85,Not Backed Up,0:04,Windows,Win 10,154477
3991231,Complete,7.43,Not Backed Up,0:00,Mac OS X,Catalina,237153
3990736,Complete,2938.91,Not Backed Up,0:50,Windows,Win 10,239123
3990172,Complete,4651.95,Not Backed Up,2:16,Windows,Win 10,237298
3989842,Complete,298.19,Not Backed Up,0:05,Windows,Win 10,373429
3989597,Complete,103.60,Not Backed Up,0:03,Windows,Win 10,2831490
3989079,Complete,6975.54,Not Backed Up,1:34,Windows,Win 10,237407
3988969,Complete,894.39,Not Backed Up,0:03,Windows,Win 10,2511328
3988393,Complete,608.83,Not Backed Up,0:21,Windows,Win 10,3069270
3988310,Complete,479.96,Not Backed Up,0:02,Windows,Win 10,3069248
3987149,Complete,280.30,Not Backed Up,0:02,Windows,Win 10,373429
3987065,Complete,182.86,Not Backed Up,0:02,Windows,Win 10,422033
3986813,Complete,5.44,Not Backed Up,0:00,Mac OS X,Catalina,991925
3986766,Complete,81674.18,Not Backed Up,14:52,Windows,Win 10,240511
3986737,Complete,325.81,Not Backed Up,0:02,Windows,Win 10,3068434
3986660,Complete,4.84,Not Backed Up,0:01,Mac OS X,Catalina,154477
3986626,Complete,2755.57,Not Backed Up,0:16,Windows,Win 10,747607
3986584,Complete,636.92,Not Backed Up,0:02,Windows,Win 10,732796
3986116,Complete,371.50,Not Backed Up,0:03,Windows,Win 10,237625
3985906,Complete,44678.07,Not Backed Up,16:56,Mac OS X,Mojave,539051
3985564,Complete,3024.44,Not Backed Up,0:49,Windows,Win 10,238242
3984423,Complete,260.60,Not Backed Up,0:01,Windows,Win 10,3066893
3982798,Complete,283.34,Not Backed Up,0:14,Windows,Win 7,245903
3982603,Complete,2345.89,Not Backed Up,0:37,Windows,Win 10,1833851
3982381,Complete,219.31,Not Backed Up,0:01,Windows,Win 10,551922
3981644,Complete,8064.50,Not Backed Up,1:02,Windows,Win 10,155137
3981462,Complete,5780.96,Not Backed Up,5:43,Windows,Win 10,465465
3981408,Complete,621.30,Not Backed Up,0:04,Windows,Win 10,658192
3980851,Complete,1102.81,Not Backed Up,0:29,Windows,Win 10,3065163
3980584,Complete,19829.79,Not Backed Up,3:08,Windows,Win 10,238162
3980200,Complete,20649.71,Not Backed Up,3:07,Windows,Win 10,237660
3980112,Complete,436.10,Not Backed Up,0:05,Windows,Win 10,2772385
3980030,Complete,4918.61,Not Backed Up,4:09,Windows,Win 10,267427
3980011,Complete,5630.64,Not Backed Up,1:18,Windows,Win 10,204986
3979934,Complete,19982.02,Not Backed Up,8:34,Windows,Win 10,240848
3979911,Complete,619.20,Not Backed Up,0:28,Windows,Win 10,238738
3979893,Complete,4986.55,Not Backed Up,1:52,Windows,Win 10,247673
3979752,Complete,2199.11,Not Backed Up,0:19,Mac OS X,Catalina,426409
3979629,Complete,6622.41,Not Backed Up,0:38,Windows,Win 10,673897
3979249,Complete,260.86,Not Backed Up,0:02,Windows,Win 10,3064457
3979190,Complete,3038.43,Not Backed Up,0:29,Windows,Win 10,439534
3978016,Complete,5520.72,Not Backed Up,1:10,Windows,Win 10,404104
3977910,Complete,14778.74,Not Backed Up,2:10,Windows,Win 10,237299
3977420,Complete,6333.75,Not Backed Up,3:10,Windows,Win 10,731804
3977383,Complete,4755.25,Not Backed Up,0:41,Windows,Win 10,238219
3976381,Complete,6197.06,Not Backed Up,1:54,Windows,Win 10,821740
3976177,Complete,387.42,Not Backed Up,0:05,Windows,Win 10,435182
3976129,Complete,197.68,Not Backed Up,0:03,Windows,Win 10,657913
3975912,Complete,2939.30,Not Backed Up,0:26,Windows,Win 10,806008
3975884,Complete,264.58,Not Backed Up,0:09,Windows,Win 10,247678
3975795,Complete,1173.10,Not Backed Up,0:10,Windows,Win 10,3063046
3975757,Complete,1016.13,Not Backed Up,0:08,Windows,Win 10,3063038
3975689,Complete,5305.51,Not Backed Up,1:01,Windows,Win 10,674109
3975617,Complete,571.60,Not Backed Up,0:30,Windows,Win 10,2705691
3975378,Complete,1926.55,Not Backed Up,0:19,Windows,Win 7,247988
3975262,Complete,28944.39,Not Backed Up,4:59,Windows,Win 10,303479
3975233,Complete,6442.48,Not Backed Up,2:46,Windows,Win 10,373429
3975116,Complete,6314.92,Not Backed Up,0:27,Windows,Win 10,577531
3975037,Complete,3904.30,Not Backed Up,0:53,Windows,Win 10,237335
3974969,Complete,5207.88,Not Backed Up,1:09,Windows,Win 10,991895
3974915,Complete,110.88,Not Backed Up,0:03,Windows,Win 10,250915
3974797,Complete,6583.66,Not Backed Up,1:54,Windows,Win 10,238126
3974773,Complete,5338.00,Not Backed Up,1:23,Windows,Win 10,476785
3974766,Complete,1894.54,Not Backed Up,0:15,Windows,Win 10,747570
3973630,Complete,11122.45,Not Backed Up,0:37,Windows,Win 10,183267
3972972,Complete,2186.40,Not Backed Up,0:23,Windows,Win 10,238625
3972891,Complete,52353.13,Not Backed Up,11:13,Windows,Win 10,240209
3972834,Complete,4906.21,Not Backed Up,0:30,Windows,Win 10,154583
3972354,Complete,5063.00,Not Backed Up,1:06,Windows,Win 10,239758
3971791,Complete,6232.09,Not Backed Up,3:29,Windows,Win 10,238738
3971136,Complete,4447.18,Not Backed Up,0:53,Windows,Win 10,238146
3971076,Complete,5281.45,Not Backed Up,1:27,Windows,Win 10,403615
3971030,Complete,4985.59,Not Backed Up,1:32,Windows,Win 10,236260
3970920,Complete,4089.74,Not Backed Up,1:42,Windows,Win 10,240529
3970779,Complete,5559.40,Not Backed Up,0:39,Windows,Win 10,268242
3970666,Complete,7442.26,Not Backed Up,0:34,Windows,Win 10,237763
3970649,Complete,9794.21,Not Backed Up,3:07,Windows,Win 10,199209
3970578,Not Connected (46.17 %),185.77,Not Backed Up,0:08,Windows,Win 10,2747484
3970373,Complete,296.74,Not Backed Up,0:16,Windows,Win 10,2877517
3970372,Complete,3740.74,Not Backed Up,0:51,Windows,Win 10,165065
3969364,Complete,21520.79,Not Backed Up,2:15,Windows,Win 10,237452
3968381,Complete,94.82,Not Backed Up,0:06,Windows,Win 10,3058830
3968367,Complete,165.42,Not Backed Up,0:02,Windows,Win 10,1350063
3968347,Complete,251.40,Not Backed Up,0:06,Windows,Win 10,3058830
3968342,Complete,451.14,Not Backed Up,0:03,Windows,Win 10,237663
3967105,Complete,664.04,Not Backed Up,0:05,Windows,Win 10,3058322
3966994,Complete,379.38,Not Backed Up,0:08,Windows,Win 10,237338
3966791,Complete,544.28,Not Backed Up,0:05,Windows,Win 10,3058224
3966778,Complete,843.38,Not Backed Up,0:05,Windows,Win 10,3058216
3966497,Complete,539.00,Not Backed Up,0:03,Windows,Win 10,3058050
3966276,Complete,369.23,Not Backed Up,0:07,Windows,Win 10,3057961
3965801,Complete,269.45,Not Backed Up,0:03,Windows,Win 10,3057593
3965690,Complete,420.66,Not Backed Up,0:04,Windows,Win 10,3057546
3965219,Complete,105.47,Not Backed Up,0:01,Windows,Win 10,3057336
3964784,Complete,664.80,Not Backed Up,0:05,Windows,Win 10,3057130
3962075,Complete,4.16,Not Backed Up,0:00,Mac OS X,Catalina,357129
3961965,Complete,707.03,Not Backed Up,0:25,Windows,Win 10,240831
3961897,Complete,265.61,Not Backed Up,0:01,Windows,Win 10,1310854
3961859,Complete,317.40,Not Backed Up,0:01,Windows,Win 10,551922
3961786,Complete,939.86,Not Backed Up,0:06,Windows,Win 10,241244
3961710,Complete,177.75,Not Backed Up,0:02,Windows,Win 10,385312
3958726,Complete,139.58,Not Backed Up,0:05,Mac OS X,Catalina,2606372
3941897,Complete,462.16,Not Backed Up,0:04,Windows,Win 10,519311
3817910,Complete,266.29,Not Backed Up,0:03,Windows,Win 10,475548
3794232,Complete,144.72,Not Backed Up,0:08,Windows,Win 10,519311
3758893,Complete,696.61,Not Backed Up,0:52,Windows,Win 10,308228
3714276,Complete,69769.26,Not Backed Up,1:56,Mac OS X,Mojave,237197
3652536,Complete,88.25,Not Backed Up,0:02,Windows,Win 10,2177435
3652400,Complete,391.58,Not Backed Up,0:04,Windows,Win 10,2177435
3626308,Complete,338.37,Not Backed Up,0:02,Windows,Win 10,237332
3559264,Complete,324.81,Not Backed Up,0:02,Windows,Win 10,748398
3525946,Complete,6689.95,Not Backed Up,0:13,Windows,Win 10,238229
3499093,Complete,276.57,Not Backed Up,0:02,Windows,Win 10,2309625
3499061,Complete,3.99,Not Backed Up,0:00,Mac OS X,Catalina,2380336
3498537,Complete,1233.21,Not Backed Up,0:07,Windows,Win 10,455850
3498144,Complete,385.68,Not Backed Up,0:11,Windows,Win 10,2544136
3496852,Complete,5347.71,Not Backed Up,0:52,Windows,Win 10,2593883
3495796,Complete,849.30,Not Backed Up,0:19,Windows,Win 10,1664438
3495790,Complete,495.06,Not Backed Up,0:03,Windows,Win 10,2060467
3495511,Complete,109.24,Not Backed Up,0:01,Windows,Win 10,2365294
3495376,Complete,221.16,Not Backed Up,0:01,Windows,Win 10,790977
3495022,Complete,281.62,Not Backed Up,0:01,Windows,Win 10,747557
3492777,Complete,3.39,Not Backed Up,0:00,Mac OS X,Catalina,536548
3492727,Complete,827.68,Not Backed Up,0:13,Windows,Win 10,382682
3492687,Complete,2426.90,Not Backed Up,2:07,Mac OS X,Catalina,2591672
3492518,Complete,17.05,Not Backed Up,0:00,Mac OS X,Catalina,581123
3492516,Complete,1411.32,Not Backed Up,0:09,Mac OS X,Catalina,425066
3492474,Complete,101.29,Not Backed Up,0:02,Windows,Win 10,622393
3492191,Complete,338.61,Not Backed Up,2:15,Windows,Win 10,747607
3492106,Complete,964.29,Not Backed Up,0:06,Windows,Win 10,268475
3492087,Complete,1408.50,Not Backed Up,0:27,Mac OS X,Mojave,425066
3491543,Complete,1811.19,Not Backed Up,1:53,Windows,Win 10,2591378
3491398,Complete,191.23,Not Backed Up,0:14,Windows,Win 10,2544639
3477058,Complete,4.07,Not Backed Up,0:00,Mac OS X,Mojave,609455
3475992,Complete,2889.97,Not Backed Up,7:23,Windows,Win 10,991055
3475496,Complete,2238.64,Not Backed Up,4:13,Windows,Win 10,2583291
3475480,Complete,479.30,Not Backed Up,0:04,Windows,Win 10,2476814
3474557,Complete,295.27,Not Backed Up,0:02,Windows,Win 10,2582901
3474437,Complete,3387.08,Not Backed Up,8:54,Windows,Win 10,2582856
3473108,Complete,3.55,Not Backed Up,0:00,Mac OS X,Mojave,545205
3472686,Complete,260.75,Not Backed Up,0:01,Windows,Win 10,772687
3472637,Complete,285.94,Not Backed Up,0:02,Windows,Win 10,2511328
3472586,Complete,167.38,Not Backed Up,0:05,Windows,Win 10,2540408
3472544,Complete,275.45,Not Backed Up,0:01,Windows,Win 10,237648
3472329,Complete,3.33,Not Backed Up,0:00,Mac OS X,Mojave,676822
3471455,Complete,254.83,Not Backed Up,0:02,Windows,Win 10,2580228
3471449,Complete,458.14,Not Backed Up,0:02,Windows,Win 10,2580226
3471414,Complete,327.10,Not Backed Up,0:02,Windows,Win 10,2580195
3471356,Complete,275.42,Not Backed Up,0:03,Windows,Win 10,747557
3471233,Complete,339.94,Not Backed Up,0:03,Windows,Win 10,2060467
3471193,Complete,1832.93,Not Backed Up,3:26,Windows,Win 10,2580109
3470935,Complete,2386.06,Not Backed Up,6:51,Windows,Win 10,2580001
3470890,Complete,1748.20,Not Backed Up,2:12,Windows,Win 10,2579978
3469764,Complete,279.22,Not Backed Up,0:02,Windows,Win 10,2579410
3468936,Complete,115.63,Not Backed Up,0:03,Windows,Win 10,973808
3468706,Complete,42.47,Not Backed Up,0:00,Mac OS X,Mojave,473107
3468177,Complete,103.13,Not Backed Up,0:01,Windows,Win 10,2346074
3468082,Complete,1986.83,Not Backed Up,4:18,Windows,Win 10,2578330
3467910,Complete,457.64,Not Backed Up,0:02,Windows,Win 10,678007
3467301,Complete,1881.10,Not Backed Up,3:30,Windows,Win 10,2577962
3467016,Complete,4410.98,Not Backed Up,9:15,Windows,Win 10,2577863
3466923,Complete,2233.59,Not Backed Up,3:59,Windows,Win 10,2577839
3466709,Complete,2364.50,Not Backed Up,5:55,Windows,Win 10,2577778
3466682,Complete,2068.27,Not Backed Up,2:50,Windows,Win 10,2577770
3466636,Complete,2245.31,Not Backed Up,2:08,Windows,Win 10,2577744
3466525,Complete,3984.69,Not Backed Up,11:51,Windows,Win 10,2577714
3466510,Complete,18234.07,Not Backed Up,23:32,Windows,Win 10,2577706
3466457,Complete,1712.73,Not Backed Up,2:35,Windows,Win 10,2577678
3466456,Complete,1983.35,Not Backed Up,2:28,Windows,Win 10,2577677
3466438,Complete,5021.58,Not Backed Up,17:47,Windows,Win 10,2577675
3462104,Complete,1614.07,Not Backed Up,1:01,Windows,Win 10,2575732
3461938,Complete,455.33,Not Backed Up,0:04,Windows,Win 10,2539679
3461862,Complete,191.80,Not Backed Up,0:10,Windows,Win 10,2575618
3461795,Complete,424.66,Not Backed Up,0:13,Windows,Win 10,2509523
3461764,Complete,675.10,Not Backed Up,0:20,Windows,Win 10,2575598
3461584,Complete,2546.01,Not Backed Up,7:41,Windows,Win 10,2575519
3461570,Complete,255.53,Not Backed Up,0:01,Windows,Win 10,2575515
3461436,Complete,1130.83,Not Backed Up,0:16,Windows,Win 10,2575467
3461127,Complete,1535.73,Not Backed Up,1:37,Windows,Win 10,2575324
3459856,Complete,4536.34,Not Backed Up,7:01,Mac OS X,Catalina,609482
3459714,Complete,7.11,Not Backed Up,0:00,Mac OS X,Catalina,2574758
3459536,Complete,253.78,Not Backed Up,0:01,Windows,Win 10,2574659
3459464,Complete,682.07,Not Backed Up,1:15,Windows,Win 10,2561285
3458000,Complete,2007.73,Not Backed Up,1:28,Windows,Win 10,2574011
3455813,Complete,438.99,Not Backed Up,0:02,Windows,Win 10,452896
3455800,Complete,258.12,Not Backed Up,0:01,Windows,Win 10,324910
3455439,Complete,3.39,Not Backed Up,0:00,Mac OS X,Catalina,474993
3455216,Complete,224.67,Not Backed Up,0:01,Windows,Win 10,2572656
